title;abstract;journal;area;field
FREE ROTA-BAXTER SYSTEMS AND A HOPF ALGEBRA STRUCTURE;IN THIS PAPER, WE GIVE A LINEAR BASIS OF A FREE ROTA-BAXTER SYSTEM ON A SET BY USING THE GROBNER-SHIRSHOV BASES METHOD AND THEN WE OBTAIN A HOPF ALGEBRA STRUCTURE ON A FREE ROTA-BAXTER SYSTEM.;COMMUNICATIONS IN ALGEBRA;Mathematics;Algebra
A NOTE ON ABELIAN QUOTIENT CATEGORIES;LET C BE A TRIANGULATED CATEGORY WITH A SERRE FUNCTOR S AND X A NON-ZERO CONTRAVARIANTLY FINITE RIGID SUBCATEGORY OF C. THEN X IS CLUSTER TILTING IF AND ONLY IF THE QUOTIENT CATEGORY C/X IS ABELIAN AND S(X) = X[2]. AS AN APPLICATION, THIS RESULT GENERALIZES THE WORK BY BELIGIANNI;JOURNAL OF ALGEBRA;Mathematics;Algebra
CORRIGENDUM TO: GORENSTEIN PROJECTIVE AND INJECTIVE DIMENSIONS OVER FROBENIUS EXTENSIONS;IN THIS CORRIGENDUM, A TYPO IN PROPOSITION 3.2 IS FIXED, AND AN ADDITIONAL ASSUMPTION IS ADDED FOR THEOREMS 3.3, 3.4, AND COROLLARY 3.5: THE FROBENIUS EXTENSION OF RINGS SHOULD BE SPLIT (I.E., R IS A DIRECT SUMMAND OF A AS AN R-BIMODULE). SOME EXAMPLES OF SPLIT FROBENIUS EXTENSIO;COMMUNICATIONS IN ALGEBRA;Mathematics;Algebra
CLOSED SUBSETS OF ROOT SYSTEMS AND REGULAR SUBALGEBRAS;WE DESCRIBE AN ALGORITHM FOR CLASSIFYING THE CLOSED SUBSETS OF A ROOT SYSTEM, UP TO CONJUGATION BY THE ASSOCIATED WEYL GROUP. OUR ALGORITHM IS IMPLEMENTED IN THE LANGUAGE OF THE COMPUTER ALGEBRA SYSTEM GAP4. WE DISCUSS THE IMPLEMENTATION AND GIVE RUNTIMES ON SOME SAMPLE INPUTS. T;JOURNAL OF ALGEBRA;Mathematics;Algebra
FORMALITY OF DERIVED INTERSECTIONS AND THE ORBIFOLD HKR ISOMORPHISM;WE STUDY WHEN THE DERIVED INTERSECTION OF TWO SMOOTH SUBVARIETIES OF A SMOOTH VARIETY IS FORMAL. AS A CONSEQUENCE WE OBTAIN A DERIVED BASE CHANGE THEOREM FOR NON-TRANSVERSAL INTERSECTIONS. WE ALSO OBTAIN APPLICATIONS TO THE STUDY OF THE DERIVED FIXED LOCUS OF A FINITE GROUP ACTIO;JOURNAL OF ALGEBRA;Mathematics;Algebra
DEPTH OF IDEALS OF C(X);WE SHOW THAT EVERY REGULAR SEQUENCE IN C(X) HAS LENGTH <= 1. THIS SHOWS THAT DEPTH(C(X)) <= 1. WE ALSO SHOW THAT THE DEPTH OF EACH MAXIMAL IDEAL OF C(X) IS EITHER ZERO OR ONE. IN FACT WE OBSERVE THAT X IS AN ALMOST P-SPACE IF AND ONLY IF THE DEPTH OF EACH MAXIMAL IDEAL OF C(X) IS;JOURNAL OF ALGEBRA;Mathematics;Algebra
RIGHT COIDEAL SUBALGEBRAS OF A BOSONIZATION OF THE FOMIN-KIRILLOV ALGEBRA FK3;IN THIS WORK WE EXPLICITLY CALCULATE ALL THE RIGHT COIDEAL SUBALGEBRAS OF THE HOPF ALGEBRA H WHICH IS THE BOSONIZATION OF THE FOMIN-KIRILLOV ALGEBRA FK3 OVER THE SYMMETRIC GROUP S-3: FIRST WE CONSIDER THE CASE OF RIGHT COIDEAL SUBALGEBRAS CONTAINING THE CORADICAL KS(3): THEN WE A;COMMUNICATIONS IN ALGEBRA;Mathematics;Algebra
SUPERNILPOTENCE NEED NOT IMPLY NILPOTENCE;SUPERNILPOTENCE IS A GENERALIZATION OF NILPOTENCE USING A RECENTLY DEVELOPED THEORY OF HIGHER-ARITY COMMUTATORS FOR UNIVERSAL ALGEBRAS. MANY IMPORTANT STRUCTURAL PROPERTIES HAVE BEEN SHOWN TO BE ASSOCIATED WITH SUPERNILPOTENCE, AND THE EXACT RELATIONSHIP BETWEEN NILPOTENCE AND SU;JOURNAL OF ALGEBRA;Mathematics;Algebra
SET-THEORETICAL SOLUTIONS OF THE PENTAGON EQUATION ON GROUPS;"LET M BE A SET. A SET-THEORETICAL SOLUTION OF THE PENTAGON EQUATION ON M IS A MAP AND AND TAU IS THE FLIP MAP, I.E., THE PERMUTATION ON M X M GIVEN BY FOR ALL IN THIS PAPER, WE GIVE A COMPLETE DESCRIPTION OF THE SET-THEORETICAL SOLUTIONS OF THE FORM WHEN EITHER OR IS A GROUP; MOR";COMMUNICATIONS IN ALGEBRA;Mathematics;Algebra
ON THE FROBENIUS COMPLEXITY OF STANLEY-REISNER RINGS;THE FROBENIUS COMPLEXITY OF A LOCAL RING R MEASURES ASYMPTOTICALLY THE ABUNDANCE OF FROBENIUS OPERATORS OF ORDER E ON THE INJECTIVE HULL OF THE RESIDUE FIELD OF R. IT IS KNOWN THAT, FOR STANLEY-REISNER RINGS, THE FROBENIUS COMPLEXITY IS EITHER -INFINITY OR 0. THIS INVARIANT IS DE;COMMUNICATIONS IN ALGEBRA;Mathematics;Algebra
CONTROL OF FIXED POINTS OVER DISCRETE P-TORAL GROUPS, AND EXISTENCE AND UNIQUENESS OF LINKING SYSTEMS;THE EXISTENCE AND UNIQUENESS OF LINKING SYSTEMS ASSOCIATED TO SATURATED FUSION SYSTEMS OVER DISCRETE P-TORAL GROUPS WERE PROVED BY LEVI AND LIBMAN. THEIR PROOF MAKES INDIRECT USE OF THE CLASSIFICATION OF THE FINITE SIMPLE GROUPS. HERE WE EXTEND SOME RESULTS AND ARGUMENTS OF GLAUB;JOURNAL OF ALGEBRA;Mathematics;Algebra
CENTRALLY ESSENTIAL ENDOMORPHISM RINGS OF ABELIAN GROUPS;WE STUDY ABELIAN GROUPS A WITH CENTRALLY ESSENTIAL ENDOMORPHISM RING IF A IS A SUCH GROUP WHICH IS EITHER A TORSION GROUP OR A NON-REDUCED GROUP, THEN THE RING IS COMMUTATIVE. WE GIVE EXAMPLES OF ABELIAN TORSION-FREE GROUPS OF FINITE RANK WITH NON-COMMUTATIVE CENTRALLY ESSENTIAL ;COMMUNICATIONS IN ALGEBRA;Mathematics;Algebra
VARIETIES OF PROFINITE GRAPHS;WE CONSIDER PRO- GRAPHS FOR CERTAIN CATEGORIES OF FINITE GRAPHS WHICH WE CALL PSEUDOVARIETIES. AFTER EXPLORING SOME OF THE GENERAL THEORY, WE SPECIALIZE TO A PARTICULAR PSEUDOVARIETY, DENOTED BY , THAT ARISES NATURALLY IN CONSTRUCTING END POINT COMPACTIFICATIONS OF CONNECTED ABST;COMMUNICATIONS IN ALGEBRA;Mathematics;Algebra
ON FREE GELFAND-DORFMAN-NOVIKOV-POISSON ALGEBRAS AND A PBW THEOREM;IN 1997, X. XU [18,19] INVENTED A CONCEPT OF NOVIKOV-POISSON ALGEBRAS (WE CALL THEM GELFAND-DORFMAN-NOVIKOV-POISSON (GDN-POISSON) ALGEBRAS). WE CONSTRUCT A LINEAR BASIS OF A FREE GDN-POISSON ALGEBRA. WE DEFINE A NOTION OF A SPECIAL GDN-POISSON ADMISSIBLE ALGEBRA, BASED ON X. XU'S;JOURNAL OF ALGEBRA;Mathematics;Algebra
ELLIPTICITY OF WORDS;WE PROVE THAT AN ARBITRARY WORD V OF THE FREE PRO-P-GROUP IS ELLIPTIC ON A PRO-P-COMPLETION OF A DISCRETE FINITELY GENERATED TORSION RESIDUALLY-P GROUP. (C) 2017 ELSEVIER INC. ALL RIGHTS RESERVED.;JOURNAL OF ALGEBRA;Mathematics;Algebra
LEFT-SYMMETRIC SUPERALGEBRA STRUCTURES ON THE &ITN&IT=2 SUPERCONFORMAL ALGEBRAS;THE SUPER-VIRASORO ALGEBRAS, ALSO KNOWN AS THE SUPERCONFORMAL ALGEBRAS, ARE NONTRIVIAL GRADED EXTENSIONS OF THE VIRASORO ALGEBRA TO LIE SUPERALGEBRA VERSION. IN THIS PAPER, WE CLASSIFY THE COMPATIBLE LEFT-SYMMETRIC SUPERALGEBRA STRUCTURES ON THE N = 2 RAMOND AND NEVEU-SCHWARZ SUP;COMMUNICATIONS IN ALGEBRA;Mathematics;Algebra
ON SECONDARY AND REPRESENTABLE MODULES OVER ALMOST DEDEKIND DOMAINS;MATLIS SHOWED THAT AN INJECTIVE MODULE OVER A COMMUTATIVE NOETHERIAN RING R CAN BE COMPLETELY DECOMPOSED AS A DIRECT SUM OF INDECOMPOSABLE INJECTIVE SUBMODULES. IN THIS PAPER, WE PROVE THE MATLIS' THEOREM FOR ALMOST DEDEKIND DOMAINS. THEN WE CHARACTERIZE THE SECONDARY MODULES AND;COMMUNICATIONS IN ALGEBRA;Mathematics;Algebra
ON SLIGHTLY DEGENERATE FUSION CATEGORIES;IN THIS PAPER, WE FIRST SHOW FOR A SLIGHTLY DEGENERATE PRE-MODULAR FUSION CATEGORY C THAT SQUARES OF DIMENSIONS OF SIMPLE OBJECTS DIVIDE HALF OF THE DIMENSION OF C, AND THAT SLIGHTLY DEGENERATE FUSION CATEGORIES OF FP-DIMENSIONS 2P(N) D AND 4P(N) D ARE NILPOTENT, WHERE P IS AN OD;JOURNAL OF ALGEBRA;Mathematics;Algebra
SOLVABLE EXTENSIONS OF THE NATURALLY GRADED QUASI-FILIFORM LEIBNIZ ALGEBRA OF SECOND TYPE L-5;FOR A SEQUENCE OF THE NATURALLY GRADED QUASI-FILIFORM LEIBNIZ ALGEBRA OF SECOND TYPE L-5 INTRODUCED BY CAMACHO, GOMEZ, GONZALEZ AND OMIROV, ALL THE POSSIBLE RIGHT SOLVABLE INDECOMPOSABLE EXTENSIONS OVER THE FIELD C ARE CONSTRUCTED.;COMMUNICATIONS IN ALGEBRA;Mathematics;Algebra
AN ELEMENTARY COMPUTATION OF THE F-PURE THRESHOLD OF AN ELLIPTIC CURVE;WE COMPUTE THE F-PURE THRESHOLD OF A DEGREE THREE HOMOGENEOUS POLYNOMIAL IN THREE VARIABLES WITH AN ISOLATED SINGULARITY. THE COMPUTATION USES ELEMENTARY METHODS TO PROVE A KNOWN RESULT OF BHATT AND SINGH (FROM [2]). (C) 2018 ELSEVIER INC. ALL RIGHTS RESERVED.;JOURNAL OF ALGEBRA;Mathematics;Algebra
ON A CONJECTURE ABOUT DOMINANT DIMENSIONS OF ALGEBRAS;WE PRESENT EXAMPLES OF ALGEBRAS A HAVING DOMINANT DIMENSION N, FOR EVERY N >= 1, SUCH THAT THE ALGEBRA B = END(A) (I-0 CIRCLE PLUS OMEGA(-N) (A)) HAS DOMINANT DIMENSION DIFFERENT FROM N, WHERE I-0 IS THE INJECTIVE HULL OF A. THIS GIVES A COUNTEREXAMPLE TO A RECENT CONJECTURE OF C;JOURNAL OF ALGEBRA;Mathematics;Algebra
ON THE EXISTENCE OF RECOLLEMENTS OF FUNCTOR CATEGORIES;A SUFFICIENT CONDITION FOR THE EXISTENCE OF RECOLLEMENTS OF FUNCTOR CATEGORIES IS PROVIDED. USING THIS CRITERION, WE SHOW THAT A RECOLLEMENT OF RINGS INDUCES A RECOLLEMENT OF THEIR PATH RINGS (RESP. INCIDENCE RINGS, MONOMIAL RINGS) OVER A LOCALLY FINITE QUIVER. ALSO, WE PRESENT A;COMMUNICATIONS IN ALGEBRA;Mathematics;Algebra
TWIST VERTEX OPERATORS FOR TWISTED MODULES;WE INTRODUCE AND STUDY TWIST VERTEX OPERATORS FOR A (LOWER-BOUNDED GENERALIZED) TWISTED MODULES FOR A GRADING-RESTRICTED VERTEX (SUPER)ALGEBRA. WE PROVE THE DUALITY PROPERTY, WEAK ASSOCIATIVITY, A JACOBI IDENTITY, A GENERALIZED COMMUTATOR FORMULA, GENERALIZED WEAK COMMUTATIVITY, ;JOURNAL OF ALGEBRA;Mathematics;Algebra
DUALITY PAIRS AND FP-INJECTIVE MODULES OVER FORMAL TRIANGULAR MATRIX RINGS;SUPPOSE THAT T = [GRAPHICS] IS A FORMAL TRIANGULAR MATRIX RING, WHERE A AND B ARE RINGS AND U IS A (B, A)-BIMODULE. WE FIRST STUDY HOW TO CONSTRUCT DUALITY PAIRS OF T-MODULES USING DUALITY PAIRS OF A-MODULES AND B-MODULES. THEN WE DESCRIBE THE STRUCTURES OF FP-INJECTIVE LEFT T-MO;COMMUNICATIONS IN ALGEBRA;Mathematics;Algebra
STRONG F-REGULARITY AND GENERATING MORPHISMS OF LOCAL COHOMOLOGY MODULES;WE ESTABLISH A CRITERION FOR THE STRONG F-REGULARITY OF A (NON-GORENSTEIN) COHEN-MACAULAY REDUCED COMPLETE LOCAL RING OF DIMENSION AT LEAST 2 AND PRIME CHARACTERISTIC P. WE ALSO DESCRIBE AN EXPLICIT GENERATING MORPHISM (IN THE SENSE OF LYUBEZNIK) FOR THE TOP LOCAL COHOMOLOGY MODU;JOURNAL OF ALGEBRA;Mathematics;Algebra
FINITE PERMUTATION GROUPS CONTAINING A TRANSITIVE ABELIAN SUBGROUP;IN THIS PAPER, WE CLASSIFY FINITE PERMUTATION GROUPS WITH A TRANSITIVE ABELIAN SUBGROUP THAT ARE ALMOST SIMPLE, QUASIPRIMITIVE AND INNATELY TRANSITIVE, WHICH EXTEND THE RESULTS OF LI AND PRAEGER THAT IS ON FINITE PERMUTATION GROUPS WITH A TRANSITIVE CYCLIC SUBGROUP.;COMMUNICATIONS IN ALGEBRA;Mathematics;Algebra
FREE (Z/P)(N)-COMPLEXES AND P-DG MODULES;WE REFORMULATE THE PROBLEM OF BOUNDING THE TOTAL RANK OF THE HOMOLOGY OF PERFECT CHAIN COMPLEXES OVER THE GROUP RING F-P[G] OF AN ELEMENTARY ABELIAN P-GROUP G IN TERMS OF COMMUTATIVE ALGEBRA. THIS EXTENDS RESULTS OF CARLSSON FOR P = 2 TO ALL PRIMES. AS AN INTERMEDIATE STEP, WE CO;JOURNAL OF ALGEBRA;Mathematics;Algebra
SIMULTANEOUS COMPUTATION OF HECKE OPERATORS;WE PRESENT A NEW METHOD FOR COMPUTING HECKE OPERATORS ACTING ON SPACES OF ALGEBRAIC MODULAR FORMS BASED ON AN IDEA OF EICHLER'S. THE METHOD SIGNIFICANTLY IMPROVES THE COMPLEXITY OF COMPUTING OPERATORS THAT CAN BE OBTAINED THIS WAY AND IN ADDITION COMPUTES TWO OPERATORS SIMULTANEO;JOURNAL OF ALGEBRA;Mathematics;Algebra
THE INFINITESIMAL AND THE LITTLE Q-SCHUR SUPERALGEBRAS;IN THIS PAPER, BASED ON THE RESULTS IN [8] WE GIVE A MONOMIAL BASIS FOR Q-SCHUR SUPERALGEBRA AND THEN A PRESENTATION FOR IT. THE PRESENTATION IS DIFFERENT FROM THAT IN [12]. IMITATING [3] AND [7], WE DEFINE THE INFINITESIMAL AND THE LITTLE Q-SCHUR SUPERALGEBRAS. WE GIVE A WEIGHT ;COMMUNICATIONS IN ALGEBRA;Mathematics;Algebra
ON BOUNDS FOR THE EFFECTIVE DIFFERENTIAL NULLSTELLENSATZ (VOL 449, PG 1, 2016);WE CORRECT A SMALL GAP FOUND IN THE PAPER. THIS GAP IS DUE TO AN INEQUALITY THAT DOES NOT GENERALLY HOLD. HOWEVER, UNDER ONE ADDITIONAL ASSUMPTION, IT DOES HOLD. IN THIS NOTE, WE PROVIDE A DETAILED PROOF OF THIS. WE THEN POINT OUT THAT THIS ASSUMPTION IS SATISFIED IN ALL INSTANCE;JOURNAL OF ALGEBRA;Mathematics;Algebra
LOG TERMINAL SINGULARITIES;THE AIM OF THIS WORK IS TO SIMPLIFY THE DEFINITIONS RELATED TO THE STUDY OF SINGULARITIES OF NORMAL VARIETIES INITIATED IN [3] AND [8]. WE INTRODUCE A NOTION OF DISCREPANCY FOR NORMAL VARIETIES, AND WE DEFINE LOG TERMINAL(+) SINGULARITIES. WE USE FINITE GENERATION TO RELATE THESE;COMMUNICATIONS IN ALGEBRA;Mathematics;Algebra
RINGS ALL OF WHOSE RIGHT IDEALS ARE U-MODULES;THE NOTION OF A U-MODULE WAS INTRODUCED AND THOROUGHLY INVESTIGATED IN [11] AS A STRICT AND SIMULTANEOUS GENERALIZATION OF QUASI-CONTINUOUS, SQUARE-FREE AND AUTOMORPHISM-INVARIANT MODULES. IN THIS PAPER A RIGHT R-MODULE M IS CALLED A U*-MODULE IF EVERY SUBMODULE OF M IS A U-MODUL;COMMUNICATIONS IN ALGEBRA;Mathematics;Algebra
CANCELLABLE ELEMENTS OF THE LATTICES OF VARIETIES OF SEMIGROUPS AND EPIGROUPS;WE COMPLETELY DETERMINE ALL SEMIGROUP [EPIGROUP] VARIETIES THAT ARE CANCELLABLE ELEMENTS OF THE LATTICE OF ALL SEMIGROUP [RESPECTIVELY EPIGROUP] VARIETIES.;COMMUNICATIONS IN ALGEBRA;Mathematics;Algebra
A CLASS OF NILPOTENT EVOLUTION ALGEBRAS;RECENTLY, BY A. ELDUQUE AND A. LABRA A NEW TECHNIQUE AND A TYPE OF AN EVOLUTION ALGEBRA ARE INTRODUCED. SEVERAL NILPOTENT EVOLUTION ALGEBRAS DEFINED IN TERMS OF BILINEAR FORMS AND SYMMETRIC ENDOMORPHISMS ARE CONSTRUCTED. THE TECHNIQUE THEN USED FOR THE CLASSIFICATION OF THE NILPO;COMMUNICATIONS IN ALGEBRA;Mathematics;Algebra
LOCALLY NILPOTENT DERIVATIONS AND AUTOMORPHISMS OF FREE ASSOCIATIVE ALGEBRA WITH TWO GENERATORS;WE PROVE THAT EVERY LOCALLY NILPOTENT DERIVATION D OF THE FREE ASSOCIATIVE ALGEBRA OVER A FIELD OF CHARACTERISTIC 0 IS TRIANGULABLE, THAT IS, ADMITS A SYSTEM OF GENERATORS OF A SUCH THAT THIS IS AN ANALOG OF THE WELL-KNOWN RENTSCHLER THEOREM FOR THE ALGEBRA OF POLYNOMIALS AS A CO;COMMUNICATIONS IN ALGEBRA;Mathematics;Algebra
BRAUER-CLIFFORD GROUP OF (S,G,H)-AZUMAYA COMODULE ALGEBRAS;IN THIS PAPER, WE EXTEND THE NOTION OF THE BRAUER-CLIFFORD GROUP TO THE CASE OF AN-COMODULE ALGEBRA, WHEREHIS A COMMUTATIVE HOPF ALGEBRA,IS A LIE ALGEBRA IN THE SYMMETRIC MONOIDAL CATEGORY OF RIGHTH-COMODULES, ANDSIS A COMMUTATIVE ALGEBRA WHICH IS ANH-COMODULE ALGEBRA, A-MODULE A;COMMUNICATIONS IN ALGEBRA;Mathematics;Algebra
GRADED CHARACTER RINGS OF FINITE GROUPS;"LET G BE A FINITE GROUP. THE RING R-K (G) OF VIRTUAL CHARACTERS OF G OVER THE FIELD K IS A LAMBDA-RING; AS SUCH, IT IS EQUIPPED WITH THE SO-CALLED GAMMA-FILTRATION, FIRST DEFINED BY GROTHENDIECK. WE EXPLORE THE PROPERTIES OF THE ASSOCIATED GRADED RING R-K* (G), AND PRESENT A SET ";JOURNAL OF ALGEBRA;Mathematics;Algebra
NUMBER OF COMMON ROOTS AND RESULTANT OF TWO TROPICAL UNIVARIATE POLYNOMIALS;IT IS WELL KNOWN THAT FOR TWO UNIVARIATE POLYNOMIALS OVER THE COMPLEX NUMBER FIELD THE NUMBER OF THEIR COMMON ROOTS IS EQUAL TO THE ORDER OF THEIR RESULTANT. IN THIS PAPER, WE SHOW THAT THIS FUNDAMENTAL RELATIONSHIP STILL HOLDS FOR THE TROPICAL POLYNOMIALS UNDER SUITABLE ADAPTATI;JOURNAL OF ALGEBRA;Mathematics;Algebra
ON ZHU'S ALGEBRA AND C-2-ALGEBRA FOR SYMPLECTIC FERMION VERTEX ALGEBRA SF(D)(+);IN THIS PAPER, WE STUDY THE FAMILY OF VERTEX OPERATOR ALGEBRAS SF(D)(+), KNOWN AS SYMPLECTIC FERMIONS. THIS FAMILY IS OF A PARTICULAR INTEREST BECAUSE THESE VOAS ARE IRRATIONAL AND C-2-COFINITE. WE DETERMINE ZHU'S ALGEBRA A(SF(D)(+)) AND SHOW THAT THE EQUALITY OF DIMENSIONS OF A(;JOURNAL OF ALGEBRA;Mathematics;Algebra
ON THE STRUCTURE OF GOLDIE MODULES;LET M BE A SEMIPRIME GOLDIE MODULE WHICH IS PROJECTIVE IN SIGMA[M]. WE GIVE SEVERAL DECOMPOSITIONS OF THE M-INJECTIVE HULL (M) OVER BAR OF M IN TERMS OF ITS MINIMAL PRIME SUBMODULES. THEN, WE USE THIS TO GIVE A DECOMPOSITION OF THE ENDOMORPHISM RING OF (M) OVER BAR. WE ALSO SHOW ;COMMUNICATIONS IN ALGEBRA;Mathematics;Algebra
A NOTE ON ITOH (E)-VALUATION RINGS OF AN IDEAL;LET I BE A REGULAR PROPER IDEAL IN A NOETHERIANI RING R, LET E >= 2 BE AN INTEGER, LET T-E = R[U, TI, U(1/E)]' BOOLEAN AND R[U(1/E), T(1/E)] (WHERE T IS AN INDETERMINATE AND U = 1/T), AND LET R(E) = U(1/E)T(E). THEN THE ITOH (E)-VALUATION RINGS OF I ARE THE RINGS (T-E/Z)((P/Z)), ;JOURNAL OF ALGEBRA;Mathematics;Algebra
EXISTENCE OF PRIMITIVE PAIRS WITH PRESCRIBED TRACES OVER FINITE FIELDS;LET F = FQM, M > 7, N A POSITIVE INTEGER, AND F = P(1)/P(2) WITH P(1), P(2) COPRIME IRREDUCIBLE POLYNOMIALS IN F[X] AND DEG(P(1)) + DEG(P(2)) = N. WE OBTAIN A SUFFICIENT CONDITION ON (Q, M), WHICH GUARANTEES, FOR ANY PRESCRIBED A, B IN E = F-Q, THE EXISTENCE OF PRIMITIVE PAIR (AL;COMMUNICATIONS IN ALGEBRA;Mathematics;Algebra
SOME INTERPRETATIONS FOR ALGEBRAIC INVARIANTS OF EDGE IDEALS OF HYPERGRAPHS VIA COMBINATORIAL INVARIANTS;THE PRESENT WORK IS CONCERNED WITH CHARACTERIZING SOME ALGEBRAIC INVARIANTS OF EDGE IDEALS OF HYPERGRAPHS. TO THIS AIM, FIRST, WE INTRODUCE SOME KINDS OF COMBINATORIAL INVARIANTS SIMILAR TO MATCHING NUMBERS FOR HYPERGRAPHS. THEN WE COMPARE THEM TO EACH OTHER AND TO PREVIOUSLY EXI;COMMUNICATIONS IN ALGEBRA;Mathematics;Algebra
ON NON-ABELIAN EXTENSIONS OF LEIBNIZ ALGEBRAS;IN THIS PAPER, WE STUDY NON-ABELIAN EXTENSIONS OF LEIBNIZ ALGEBRAS USING TWO DIFFERENT APPROACHES. FIRST WE CONSTRUCT TWO LEIBNIZ 2-ALGEBRAS USING BIDERIVATIONS OF LEIBNIZ ALGEBRAS AND SHOW THAT UNDER A CONDITION ON CENTERS, A NON-ABELIAN EXTENSION OF LEIBNIZ ALGEBRAS CAN BE DESC;COMMUNICATIONS IN ALGEBRA;Mathematics;Algebra
ON SUPERDERIVATIONS AND SUPER-BIDERIVATIONS OF TRIVIAL EXTENSIONS AND TRIANGULAR MATRIX RINGS;TRIANGULAR MATRIX RINGS ARE EXAMPLES OF TRIVIAL EXTENSIONS. IN THIS ARTICLE, WE DESCRIBE THE SUPERDERIVATIONS OF THE TRIVIAL EXTENSIONS AND UPPER TRIANGULAR MATRIX RINGS, AND THEREBY ANSWER A QUESTION POSED BY GHAHRAMANI ET AL. IN THE CONTEXT OF THE RINGS ABOVE. MOREOVER, WE SHOW;COMMUNICATIONS IN ALGEBRA;Mathematics;Algebra
NEW FAMILIES OF IRREDUCIBLE WEIGHT MODULES OVER SL(3);LET N > 1 BE AN INTEGER, ALPHA IS AN ELEMENT OF C-N, B IS AN ELEMENT OF C, AND V A GL(N)-MODULE. WE DEFINE A CLASS OF WEIGHT MODULES F-B(ALPHA) (V) OVER SL(N+1) USING THE RESTRICTION OF MODULES OF TENSOR FIELDS OVER THE LIE ALGEBRA OF VECTOR FIELDS ON N-DIMENSIONAL TORUS. IN THIS;JOURNAL OF ALGEBRA;Mathematics;Algebra
A CHAIN RULE FORMULA FOR HIGHER DERIVATIONS AND INVERSES OF POLYNOMIAL MAPS;THE MULTIDIMENSIONAL CHAIN RULE FORMULA FOR ANALYTIC FUNCTIONS AND ITS GENERALIZATION TO HIGHER DERIVATIVES PERFECTLY WORK IN THE ALGEBRAIC SETTING IN CHARACTERISTIC ZERO. IN POSITIVE CHARACTERISTIC ONE RUNS INTO PROBLEMS DUE TO DENOMINATORS IN THESE FORMULAS. IN THIS ARTICLE WE ;COMMUNICATIONS IN ALGEBRA;Mathematics;Algebra
DIRAC COHOMOLOGY OF THE DUNKL-OPDAM SUBALGEBRA VIA INHERITED DRINFELD PROPERTIES;IN THIS PAPER, WE DEFINE A NEW PRESENTATION FOR THE DUNKL-OPDAM SUBALGEBRA OF THE RATIONAL CHEREDNIK ALGEBRA. THIS PRESENTATION UNCOVERS THE DUNKL-OPDAM SUBALGEBRA AS A DRINFELD ALGEBRA. WE USE THIS FACT TO DEFINE DIRAC COHOMOLOGY FOR THE DO SUBALGEBRA. WE ALSO FORMALIZE GENERALI;COMMUNICATIONS IN ALGEBRA;Mathematics;Algebra
CHARACTER VARIETIES AS A TENSOR PRODUCT;IN THIS SHORT NOTE WE SHOW THAT REPRESENTATION AND CHARACTER VARIETIES OF DISCRETE GROUPS CAN BE VIEWED AS TENSOR PRODUCTS OF SUITABLE FUNCTORS OVER THE PROP OF COCOMMUTATIVE HOPF ALGEBRAS. SUCH VIEW POINT HAS SEVERAL INTERESTING APPLICATIONS. FIRST, IT GIVES A STRAIGHTFORWARD WA;JOURNAL OF ALGEBRA;Mathematics;Algebra
COLOR LIE RINGS AND PBW DEFORMATIONS OF SKEW GROUP ALGEBRAS;WE INVESTIGATE COLOR LIE RINGS OVER FINITE GROUP ALGEBRAS AND THEIR UNIVERSAL ENVELOPING ALGEBRAS. WE EXHIBIT THESE UNIVERSAL ENVELOPING ALGEBRAS AS PBW DEFORMATIONS OF SKEW GROUP ALGEBRAS: EVERY COLOR LIE RING OVER A FINITE GROUP ALGEBRA WITH A PARTICULAR YETTER-DRINFELD STRUCTU;JOURNAL OF ALGEBRA;Mathematics;Algebra
UNIFORM ANNIHILATORS OF LOCAL COHOMOLOGY OF EXTENDED REES RINGS;THE PURPOSE OF THE PAPER IS TO STUDY THE ANNIHILATORS OF LOCAL COHOMOLOGY OF THE EXTENDED REES RINGS. WE WILL PROVE THAT IF (A, M) IS A NOETHERIAN LOCAL RING WITH INFINITE RESIDUE FIELD, AND A IS A UNIFORM LOCAL COHOMOLOGICAL ANNIHILATOR OF A, THEN THERE IS AN INTEGER N SUCH THAT;JOURNAL OF ALGEBRA;Mathematics;Algebra
FULL RANK PRESENTATIONS AND NILPOTENT GROUPS: STRUCTURE, DIOPHANTINE PROBLEM, AND GENERICITY;WE STUDY FINITELY GENERATED NILPOTENT GROUPS G GIVEN BY FULL RANK FINITE PRESENTATIONS < A VERTICAL BAR R >(NC) IN THE VARIETY N-C OF NILPOTENT GROUPS OF CLASS AT MOST C, WHERE C >= 2. WE PROVE THAT IF THE DEFICIENCY VERTICAL BAR A VERTICAL BAR - VERTICAL BAR R VERTICAL BAR IS AT;JOURNAL OF ALGEBRA;Mathematics;Algebra
TWISTS OF QUANTUM BOREL ALGEBRAS;WE CLASSIFY DRINFELD TWISTS FOR THE QUANTUM BOREL SUBALGEBRA U(Q)(B) IN THE FROBENIUS-LUSZTIG KERNEL U(Q)(G), WHERE G IS A SIMPLE LIE ALGEBRA OVER C AND Q AN ODD ROOT OF UNITY. MORE SPECIFICALLY, WE SHOW THAT ALTERNATING FORMS ON THE CHARACTER GROUP OF THE GROUP OF GROUPLIKES FOR;JOURNAL OF ALGEBRA;Mathematics;Algebra
